Time(sec),Voltage,Current,RPM,Distance,Velocity
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
5,39.81,1.87,315.0,1.0,5.4
