Time(sec),Voltage,Current,RPM,Distance,Velocity
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
11,44.49,12.69,2135.0,36.0,36.6
